claim,evidence,label
Melanie Griffith failed to win a Golden Globe.,"Griffith 's subsequent performance in Something Wild -LRB- 1986 -RRB- garnered critical acclaim before she was cast in 1988 's Working Girl , which earned her a nomination for the Academy Award for Best Actress and won her a Golden Globe .",REFUTES
Colin Farrell starred in Minority Report.,"During that time , he also appeared in Steven Spielberg 's science fiction thriller Minority Report -LRB- 2002 -RRB- and as the villain Bullseye in the superhero film Daredevil -LRB- 2003 -RRB- .",SUPPORTS
Miranda Cosgrove is a person.,"Miranda Taylor Cosgrove -LRB- born May 14 , 1993 -RRB- is an American actress , singer and songwriter .",SUPPORTS
Nicole Kidman's parents are not Australian.,"As a result of being born to Australian parents in Hawaii , Kidman has dual citizenship in Australia and the United States .",REFUTES
Hugh Jackman plays a role.,"He is known for his long-running role as Wolverine in the X-Men film series , as well as for his lead roles in films such as the romantic-comedy fantasy Kate & Leopold -LRB- 2001 -RRB- , the action-horror film Van Helsing -LRB- 2004 -RRB- , the magic-themed drama The Prestige -LRB- 2006 -RRB- , the epic fantasy drama The Fountain -LRB- 2006 -RRB- , the epic historical romantic drama Australia -LRB- 2008 -RRB- , the film version of Les Misérables -LRB- 2012 -RRB- , and the thriller Prisoners -LRB- 2013 -RRB- .",SUPPORTS
The Beach Boys have a member called Brian.,"The group 's original lineup consisted of brothers Brian , Dennis , and Carl Wilson ; their cousin Mike Love ; and their friend Al Jardine .",SUPPORTS
James McAvoy is incapable of being an actor.,James McAvoy -LRB- -LSB- ˈmækəvɔɪ -RSB- born 21 April 1979 -RRB- is a Scottish actor .,REFUTES
Marlon Brando was in a movie.,He is credited with bringing realism to film acting .,SUPPORTS
The United States has the longest border in the world with Canada.,"The state of Alaska is in the northwest corner of North America , bordered by Canada to the east and across the Bering Strait from Russia to the west .|Canada 's border with the United States is the world 's longest binational land border .",SUPPORTS
Star Wars: The Force Awakens is a film that happened after the American science fiction movie Star Wars: The Last Jedi.,"Star Wars : The Last Jedi -LRB- also known as Star Wars : Episode VIII -- The Last Jedi -RRB- is an upcoming American epic space opera film written and directed by Rian Johnson .|It is the second film in the Star Wars sequel trilogy , following Star Wars : The Force Awakens -LRB- 2015 -RRB- .",REFUTES
"Vallejo, California is in Solano County within California.","Vallejo -LRB- -LSB- vəˈleɪ.oʊ , _ - hoʊ -RSB- ; Spanish : -LSB- baˈʎexo -RSB- -RRB- is a waterfront port city in Solano County , California , located in the North Bay region of the San Francisco Bay Area .",SUPPORTS
"For her role in Breaking Bad, Anna Gunn has won 2 Emmy awards.","Walter 's family consists of his wife Skyler -LRB- Anna Gunn -RRB- and children , Walter , Jr. -LRB- RJ Mitte -RRB- and Holly -LRB- Elanor Anne Wenrich -RRB- .|She is best known for her role as Skyler White on the AMC drama series Breaking Bad , for which she won the Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series in 2013 and 2014 .",SUPPORTS
Snoop Dogg has reviewed albums.,"Cordozar Calvin Broadus , Jr. -LRB- born October 20 , 1971 -RRB- , known professionally as Snoop Dogg -LRB- sometimes shortened to Snoop and formerly called Snoop Doggy Dogg and Snoop Lion -RRB- , is an American rapper and actor from Long Beach , California .|An album is a collection of audio recordings issued as a single item on CD , record , audio tape or another medium .",NOT ENOUGH INFO
Song Sung Blue was directed by Neil Diamond.,"`` Song Sung Blue '' is a 1972 hit song written and recorded by Neil Diamond , inspired by the second movement of Mozart 's Piano Concerto # 21 .|Neil Leslie Diamond -LRB- born January 24 , 1941 -RRB- is an American singer-songwriter , musician and actor .",NOT ENOUGH INFO
Friends with Benefits features a cute puppy.,"Friends -LRB- stylized as F • R • I • E • N • D • S -RRB- is an American television sitcom , created by David Crane and Marta Kauffman , which aired on NBC from September 22 , 1994 , to May 6 , 2004 , lasting ten seasons .|Benefit or Benefits may refer to :|Cuteness is a subjective term describing a type of attractiveness commonly associated with youth and appearance , as well as a scientific concept and analytical model in ethology , first introduced by Konrad Lorenz .",NOT ENOUGH INFO
Quincy Jones works in films scores and pop music.,"Jones came to prominence in the 1950s as a jazz arranger and conductor , before moving on to work prolifically in pop music and film scores .",SUPPORTS
One studio album is Born Naked.,"Born Naked is the seventh studio album from American singer-songwriter , actor and drag queen RuPaul .",SUPPORTS
A Song of Ice and Fire is a work.,A Song of Ice and Fire is a series of epic fantasy novels by the American novelist and screenwriter George R. R. Martin .,SUPPORTS
Leslie Groves directed a top secret research project in the 1940s.,"Lieutenant General Leslie Richard Groves Jr. -LRB- 17 August 1896 -- 13 July 1970 -RRB- was a United States Army Corps of Engineers officer who oversaw the construction of the Pentagon and directed the Manhattan Project , a top secret research project that developed the atomic bomb during World War II .|From 1942 to 1946 , the project was under the direction of Major General Leslie Groves of the U.S. Army Corps of Engineers .",SUPPORTS
Green Arrow is a comic book character who became the subject of a 1970s television show.,"Green Arrow was not initially a well-known character outside of comic book fandom : he had appeared in a single episode of the animated series Super Friends in 1973 .|Super Friends is an American animated television series about a team of superheroes , which ran from 1973 to 1986 on ABC as part of its Saturday morning cartoon lineup .",SUPPORTS
Tensions between Jagger and Richards almost caused the band to split.,"From 1983 to 1987 , tensions between Jagger and Richards almost caused the band to split .",SUPPORTS
Barbados is considered part of the Pacific.,"Barbados -LRB- -LSB- bɑrˈbeɪdɒs -RSB- or -LSB- bɑrˈbeɪdoʊs -RSB- -RRB- is a sovereign island country in the Lesser Antilles , in the Caribbean region of North America .|The Pacific Rim are the lands around the rim of the Pacific Ocean .|A part is a component part of a system .|The Pacific Ocean is the largest and deepest of the Earth 's oceanic divisions .",NOT ENOUGH INFO
Tony Blair was leader of the Conservative Party.,"Anthony Charles Lynton Blair -LRB- born 6 May 1953 -RRB- is a British politician who served as Prime Minister of the United Kingdom from 1997 to 2007 and Leader of the Labour Party from 1994 to 2007 .|Leadership is both a research area and a practical skill encompassing the ability of an individual or organization to `` lead '' or guide other individuals , teams , or entire organizations .|Conservative Party may refer to :",NOT ENOUGH INFO
Kevin Spacey worked near Waterloo station.,"He was the artistic director of the Old Vic theatre in London from 2004 until stepping down in mid-2015 .|The Old Vic is a theatre in Lambeth , London , England , located just south-east of Waterloo station on the corner of The Cut and Waterloo Road .",SUPPORTS
Lee Majors was born in April.,"Lee Majors -LRB- born Harvey Lee Yeary ; April 23 , 1939 -RRB- is an American film , television and voice actor .",SUPPORTS
AC/DC are a band that plays rock.,"AC/DC are an Australian rock band , formed in 1973 by brothers Malcolm and Angus Young .",SUPPORTS
The United States has 40% of the total wealth in the world.,"Though its population is only 4.3 % of the world total , Americans hold nearly 40 % of the total wealth in the world .",SUPPORTS
Emilio Estevez is a director.,"Emilio Estevez -LRB- -LSB- ɛˈmiljoʊ_ɛstˈɛbɛs -RSB- born May 12 , 1962 -RRB- is an American actor , director , and writer .",SUPPORTS
Scarlett Johansson released an album in 2009.,"As a singer , Johansson has released two albums , Anywhere I Lay My Head -LRB- 2008 -RRB- and Break Up -LRB- 2009 -RRB- .",SUPPORTS
Overwatch (video game) had a thorough story-line.,"Overwatch may refer to :|A video game is an electronic game that involves interaction with a user interface to generate visual feedback on a video device such as a TV screen or computer monitor .|Toy Story 3 is a 2010 American 3D computer-animated comedy-drama film , the third installment in the Toy Story series , and the sequel to Toy Story 2 -LRB- 1999 -RRB- .",NOT ENOUGH INFO
Lana Del Rey released an EP in November of 2012.,"A remix of its single `` Summertime Sadness '' , produced by Cedric Gervais , peaked at number six in the United States , and the Paradise EP followed that November , garnering Del Rey her first Grammy nomination for Best Pop Vocal Album .|Paradise is the third extended play -LRB- EP -RRB- and second major release by American singer and songwriter Lana Del Rey ; it was released on November 9 , 2012 by Universal Music .",SUPPORTS
"The September 11 attacks happened in New York, New York.","A third plane , American Airlines Flight 77 , was crashed into the Pentagon -LRB- the headquarters of the United States Department of Defense -RRB- in Arlington County , Virginia , leading to a partial collapse of the building 's western side .",REFUTES
The Godfather Part III is a dog.,"The Godfather Part III is a 1990 American crime film written by Mario Puzo and Francis Ford Coppola , and directed by Coppola .",REFUTES
Gilmore Girls was executive produced and written by Daniel Palladino.,"Sherman-Palladino , her husband Daniel Palladino , David S. Rosenthal , and Gavin Polone served as the executive producers .|Palladino is also a former producer , writer , and director for the American dramedy Gilmore Girls , he executive produced The Return of Jezebel James , and was a consulting producer , writer , and director for the sitcom Bunheads .",SUPPORTS
Sachin Tendulkar is from a nation.,"Sachin Ramesh Tendulkar -LRB- -LSB- sətʃɪn_tɛnˈduːlkər -RSB- born 24 April 1973 -RRB- is a former Indian cricketer and captain , widely regarded as one of the greatest batsmen of all time .|A-Nation -LRB- stylized as a-nation -RRB- is the name of an annual series of summer concerts that are held in various cities in Japan .",NOT ENOUGH INFO
Beautiful People was made in Britain.,Beautiful People was a British comedy drama television series based on the memoirs of Barneys creative director Simon Doonan .,SUPPORTS
"In 1977, Brittany Murphy was born.","Brittany Murphy-Monjack -LRB- born Brittany Anne Bertolotti ; November 10 , 1977 -- December 20 , 2009 -RRB- , known professionally as Brittany Murphy , was an American film and stage actress , singer , and voice artist .",SUPPORTS
Mr. Nobody was written and directed by Jaco Van Dormael.,"Mr. Nobody is a 2009 science fiction drama film written and directed by Jaco Van Dormael and starring Jared Leto , Sarah Polley , Diane Kruger , Linh Dan Pham , Rhys Ifans , Natasha Little , Toby Regbo and Juno Temple .",SUPPORTS
Katie Holmes is a Texan.,"Kate Noelle Holmes -LRB- born December 18 , 1978 -RRB- is an American actress who first achieved fame for her role as Joey Potter on The WB television teen drama Dawson 's Creek from 1998 to 2003 .|Texan English is the array of American English varieties spoken in Texas , primarily falling under the regional dialects of Southern and Midland American English .",NOT ENOUGH INFO
Rebecca Ferguson has only been in films directed solely by Francis Ford Coppola.,"She is best known for her lead role as Elizabeth Woodville in The White Queen -LRB- 2013 -RRB- , which earned her a Golden Globe nomination , and her starring roles as Ilsa Faust in Mission : Impossible -- Rogue Nation -LRB- 2015 -RRB- and as Dr. Miranda North in Life -LRB- 2017 -RRB- .|Life is a 2017 American science fiction horror film directed by Daniel Espinosa , written by Rhett Reese and Paul Wernick and starring Jake Gyllenhaal , Rebecca Ferguson and Ryan Reynolds .",REFUTES
Alice is a reworking of an English film.,"The film is a loose reworking of Federico Fellini 's 1965 film Juliet of the Spirits .|Juliet of the Spirits -LRB- Giulietta degli spiriti -RRB- is a 1965 Italian-French fantasy comedy-drama film directed by Federico Fellini and starring Giulietta Masina , Sandra Milo , Mario Pisu , Valentina Cortese , and Valeska Gert .",REFUTES
The latest album of LL Cool J was released in May.,"His latest album , Authentic , was released in April 2013 .",REFUTES
South Korea's alphabet helped the general population to easily learn to read and write.,"Hangul enabled anyone in the general Korean population to easily learn to read and write and transfer written information rather than spending years learning complicated ancient Chinese .|The Korean alphabet , known as Hangul in South Korea -LRB- also transcribed Hangeul -RRB- and as Chosŏn ` gŭl / Chosŏn Muntcha in North Korea is the alphabet that has been used to write the Korean language since the 15th century .",SUPPORTS
The first single by The Who reached the UK top ten within a week of release.,The Who are an English rock band that formed in 1964 .|The Who are an English rock band that formed in 1964 .|`` Eight Days a Week '' is a song by the English rock band the Beatles .|A week is a time unit equal to seven days .|Release may refer to :,NOT ENOUGH INFO
Tanya Roberts is the stage name of an actress.,"Victoria Leigh Blum -LRB- born October 15 , 1955 -RRB- , known by the stage name Tanya Roberts , is an American actress and producer .",SUPPORTS
Patton Oswalt acted in The King of Queens.,"Patton Peter Oswalt -LRB- born January 27 , 1969 -RRB- is an American stand-up comedian , writer , actor , and voice artist , known for roles such as Spencer Olchin in the sitcom The King of Queens -LRB- 1998 -- 2007 -RRB- , voicing Remy in the film Ratatouille -LRB- 2007 -RRB- , and playing multiple identical brothers , the Koenigs , on Agents of S.H.I.E.L.D. -LRB- 2014 -- 17 -RRB- .",SUPPORTS
"In 1992, the 1992 Los Angeles riots occurred.","The 1992 Los Angeles riots , also known as the Rodney King riots , the South Central riots , the 1992 Los Angeles civil disturbance , the 1992 Los Angeles civil unrest , and the Los Angeles uprising , were a series of riots , lootings , arsons , and civil disturbances that occurred in Los Angeles County , California in April and May 1992 .",SUPPORTS
Snowpiercer is a film that is on many critic's top ten cinematic film list.,"Snowpiercer was well received by critics , and appeared on many film critics ' top ten film lists of 2014 following its international release .",SUPPORTS
John Mayer long ago gave up on his dream of being a musician.,"John Clayton Mayer -LRB- -LSB- ˈmeɪ.ɚ -RSB- born October 16 , 1977 -RRB- is an American singer-songwriter , guitarist , and producer .",REFUTES
Just Dance was on the Billboard charts.,"In the United States , `` Just Dance '' was a sleeper hit , spending almost five months on the Billboard Hot 100 before finally reaching the summit of the chart in January 2009 , after being released in April 2008 .",SUPPORTS
Joseph Stalin was a squid.,"Joseph Vissarionovich Stalin -LRB- -LSB- ˈstɑːlɪn -RSB- 18 December 1878 -- 5 March 1953 -RRB- was a Soviet revolutionary , politician and political theorist .",REFUTES
American Gods is not an American television series.,"American Gods is an American television series based on the novel of the same name , written by Neil Gaiman and originally published in 2001 .",REFUTES
Joaquin Phoenix has an writing career.,"Joaquín Rafael Phoenix -LRB- -LSB- ˌhwɑːˈkiːn -RSB- born Joaquín Rafael Bottom ; October 28 , 1974 -RRB- , known formerly as Leaf Phoenix , is a Puerto Rican -- born American actor , producer , music video director , musician and activist .|Writing is a medium of human communication that represents language and emotion with signs and symbols .",NOT ENOUGH INFO
"In 2016, the film The Girl on the Train was released.","The Girl on the Train is a 2016 American mystery thriller drama film directed by Tate Taylor and written by Erin Cressida Wilson , based on Paula Hawkins ' 2015 debut novel of the same name .",SUPPORTS
Qatar is separated from Bahrain by a river.,"A strait in the Persian Gulf separates Qatar from the nearby island country of Bahrain , as well as sharing maritime borders with the United Arab Emirates and Iran .",REFUTES
Gennady Golovkin boxes.,"Gennady Gennadyevich Golovkin -LRB- Геннадий Геннадьевич Головкин born 8 April 1982 -RRB- is a Kazakhstani professional boxer who currently holds the unified WBA -LRB- Super -RRB- , WBC , IBF , and IBO middleweight titles .",SUPPORTS
Ralph Fiennes has performed theater.,"A noted Shakespeare interpreter , he first achieved success onstage at the Royal National Theatre .",SUPPORTS
Paul Newman co-founded a company with author A. E. Hotchner.,"He was a co-founder of Newman 's Own , a food company from which he donated all post-tax profits and royalties to charity .|Newman 's Own is a food company founded by actor Paul Newman and author A.E. Hotchner in 1982 .",SUPPORTS
Sylvester Stallone received two Academy Award nominations in 1977.,"In 1977 , Stallone was nominated for two Academy Awards for Rocky , Best Original Screenplay and Best Actor .",SUPPORTS
Marble Hill is the northernmost neighborhood in the east part of New York City.,"Marble Hill is a fourth-class city in central Bollinger County in Southeast Missouri in the United States .|New York City is split into five different county-level administrative divisions called boroughs : Manhattan , the Bronx , Queens , Brooklyn , and Staten Island .|The Columbia Lions football program is the intercollegiate American football team for Columbia University located in the U.S. state of New York .|East New York is a residential neighborhood in the eastern section of the borough of Brooklyn in New York City , United States .|The Middle Eastالشرق الأوسط , ; Միջին Արևելք , ; Orta Şərq Central Kurdish : ڕۆژھەڵاتی ناوین , Rojhelatî Nawîn ; Moyen-Orient ახლო აღმოსავლეთი , ; Μέση Ανατολή , ; המזרח התיכון , ; Rojhilata Navîn خاورمیانه , ; Bariga Dhexe Orta Doğu مشرق وسطی , is a transcontinental region centered on Western Asia and Egypt .|The City of New York , often called New York City or simply New York , is the most populous city in the United States .",NOT ENOUGH INFO
Destiny was the first game in an agreement.,"Destiny marked Bungie 's first new console franchise since the Halo series , and it is the first game in a ten-year agreement between Bungie and Activision .",SUPPORTS
Clint Eastwood was in Musicals.,"Clinton Eastwood Jr. '' ' -LRB- born May 31 , 1930 -RRB- is an American actor , filmmaker , musician , and political figure .|Musical theatre is a form of theatrical performance that combines songs , spoken dialogue , acting , and dance .",NOT ENOUGH INFO
Belgium is made up of three regions.,"It is divided into three regions and three communities , that exist next to each other .",SUPPORTS
"Pitch Perfect 3 stars Anna Kendrick, Anna Camp, Rebel Wilson, Brittany Snow, Hailee Steinfeld, Alexis Knapp, Ester Dean, Hana Mae Lee, Chrissie Fit, Kelley Jakle.","A sequel to 2015 's Pitch Perfect 2 and the third installment in the Pitch Perfect series , the film will star Anna Kendrick , Anna Camp , Rebel Wilson , Brittany Snow , Hailee Steinfeld , Alexis Knapp , Ester Dean , Hana Mae Lee , Chrissie Fit , Kelley Jakle , and Shelley Regner as the Bellas and Elizabeth Banks and John Michael Higgins .",REFUTES
Ranbir Kapoor is one of the highest-paid actors.,"Through his career in Bollywood films , Kapoor has become one of the most popular celebrities and one of the highest-paid actors in India .",SUPPORTS
Connie Britton was a tour guide in Nashville.,"Constance Elaine Britton -LRB- née Womack ; born March 6 , 1967 -RRB- is an American actress , singer and producer .|Nashville is the capital and largest city of the U.S. state of Tennessee and the seat of Davidson County .|A tour guide -LRB- U.S. -RRB- or a tourist guide -LRB- European -RRB- provides assistance , information and cultural , historical and contemporary heritage interpretation to people on organized tours and individual clients at educational establishments , religious and historical sites , museums , and at venues of other significant interest .|Nashville is the capital and largest city of the U.S. state of Tennessee and the seat of Davidson County .",NOT ENOUGH INFO
Sue Sylvester is portrayed by an American born in the 1960s.,"The character is portrayed by actress Jane Lynch , and has appeared in Glee from its pilot episode , first broadcast on May 19 , 2009 .|Jane Marie Lynch -LRB- born July 14 , 1960 -RRB- is an American actress , singer , and comedian .|She is best known as Sue Sylvester on Glee .",SUPPORTS
The Homesman features Hailee Steinfeld and John Lithgow.,"The film stars Jones and Hilary Swank and also features Meryl Streep , Hailee Steinfeld , John Lithgow , and James Spader .",SUPPORTS
Sofia Coppola wrote a remake of a 1971 film.,"In 2017 , Coppola directed The Beguiled , a remake of the 1971 Western film of the same name , starring Nicole Kidman , Elle Fanning and Kirsten Dunst .|The Beguiled is a 2017 American drama film written and directed by Sofia Coppola , based on the novel The Beguiled -LRB- originally published as A Painted Devil -RRB- by Thomas P. Cullinan .",SUPPORTS
The Republican Party changed.,,NOT ENOUGH INFO
Empathy is the capacity to feel what another person is constantly experiencing.,"Empathy is the capacity to understand or feel what another person is experiencing from within the other person 's frame of reference , i.e. , the capacity to place oneself in another 's position .",SUPPORTS
Christmas & Chill was the title of Ariana Grande's holiday EP.,"In 2015 , Grande promoted My Everything with her first world tour , The Honeymoon Tour , guest-starred in the Fox comedy horror television series , Scream Queens and released a holiday EP , Christmas & Chill .|Christmas & Chill is the second holiday EP by American singer Ariana Grande .",SUPPORTS
Suleiman the Magnificent was a patron of Saint Joseph.,"Suleiman I -LRB- سلطان سليمان اول Modern I. Süleyman , Kanunî Sultan Süleyman or Muhteşem Süleyman 6 November 1494 -- 6 September 1566 -RRB- , commonly known as Suleiman the Magnificent in the West and `` Kanuni '' -LRB- the Lawgiver -RRB- in his realm , was the tenth and longest-reigning sultan of the Ottoman Empire from 1520 to his death in 1566 .|Suleiman -LRB- -LSB- langpronˈsuːləmɑːn -RSB- or -LSB- ˌsuːleɪˈmɑːn -RSB- -RRB- is the main transliteration of the Arabic سليمان / .|Suleiman I -LRB- سلطان سليمان اول Modern I. Süleyman , Kanunî Sultan Süleyman or Muhteşem Süleyman 6 November 1494 -- 6 September 1566 -RRB- , commonly known as Suleiman the Magnificent in the West and `` Kanuni '' -LRB- the Lawgiver -RRB- in his realm , was the tenth and longest-reigning sultan of the Ottoman Empire from 1520 to his death in 1566 .|Joseph -LRB- ; -LSB- Ἰωσήφ , translit = Ioséph -RSB- -RRB- is a figure in the Gospels , the husband of Mary , mother of Jesus , and is venerated as Saint Joseph in the Catholic Church , Orthodox Church , Oriental Orthodox Church , Anglican Communion , Lutheranism and Methodism .|A patron saint , patroness saint , patron hallow or heavenly protector is a saint who in Roman Catholicism , Eastern Orthodoxy , or particular branches of Islam , is regarded as the heavenly advocate of a nation , place , craft , activity , class , clan , family or person .|Joseph -LRB- ; -LSB- Ἰωσήφ , translit = Ioséph -RSB- -RRB- is a figure in the Gospels , the husband of Mary , mother of Jesus , and is venerated as Saint Joseph in the Catholic Church , Orthodox Church , Oriental Orthodox Church , Anglican Communion , Lutheranism and Methodism .",NOT ENOUGH INFO
Hugh Hefner is an English magazine publisher.,"Hugh Marston Hefner -LRB- born April 9 , 1926 -RRB- is an American men 's lifestyle magazine publisher , businessman , and a well-known playboy .",NOT ENOUGH INFO
Sam Worthington was in James Bond.,"Samuel Henry John Worthington -LRB- born 2 August 1976 -RRB- is a British-born Australian actor .|The James Bond series focuses on a fictional British Secret Service agent created in 1953 by writer Ian Fleming , who featured him in twelve novels and two short-story collections .",NOT ENOUGH INFO
Room 93 is by Madonna.,Room 93 is the debut extended play -LRB- EP -RRB- by American singer and songwriter Halsey .,REFUTES
RB Leipzig is based in France.,"RasenBallsport Leipzig e.V. , commonly known as RB Leipzig , is a German association football club based in Leipzig , Saxony .|The Free State of Saxony -LRB- der Freistaat Sachsen -LSB- ˈfʁaɪ̯ʃtaːt ˈzaksn̩ -RSB- Swobodny stat Sakska -RRB- is a landlocked federal state of Germany , bordering the federal states of Brandenburg , Saxony Anhalt , Thuringia , and Bavaria , as well as the countries of Poland -LRB- Lower Silesian and Lubusz Voivodeships -RRB- and the Czech Republic -LRB- Karlovy Vary , Liberec and Ústí nad Labem Regions -RRB- .",REFUTES
Some of Alphabet's stock is from Google.,"Shares of Google 's stock have been converted into Alphabet stock , which trade under Google 's former ticker symbols of `` GOOG '' and `` GOOGL '' .",SUPPORTS
Hamlet (1990 film) starred Mel Gibson.,"Hamlet is a 1990 drama film based on the Shakespearean tragedy of the same name , directed by Franco Zeffirelli and starring Mel Gibson as the eponymous character .",SUPPORTS
Julius Caesar held office in 44 BCE.,"But the underlying political conflicts had not been resolved , and on the Ides of March -LRB- 15 March -RRB- 44 BC , Caesar was assassinated by a group of rebellious senators led by Marcus Junius Brutus .|Caesar was the dictator of the Roman Republic at the time , having recently been declared dictator perpetuo by the Senate .",SUPPORTS
Attack on Titan has been collected into 22 tankōbon books.,"The series began in Kodansha 's Bessatsu Shōnen Magazine on September 9 , 2009 , and has been collected into 22 tankōbon volumes as of April 2017 .",SUPPORTS
Jet Li retired from Wushu at an age after 19.,"After retiring from Wushu at age 19 , he went on to win great acclaim in China as an actor making his debut with the film Shaolin Temple -LRB- 1982 -RRB- .",SUPPORTS
Lisa Kudrow was in Friday.,"Lisa Valerie Kudrow -LRB- -LSB- ` kuːdroʊ -RSB- born July 30 , 1963 -RRB- is an American actress , comedian , writer and producer .|Friday is the day after Thursday and the day before Saturday .",NOT ENOUGH INFO
The 79th Academy Awards honored films of 2006 from all around the world.,"The 79th Academy Awards ceremony , presented by the Academy of Motion Picture Arts and Sciences -LRB- AMPAS -RRB- , honored the best films of 2006 and took place February 25 , 2007 , at the Kodak Theatre in Hollywood , Los Angeles beginning at 5:30 p.m. PST / 8:30 p.m. EST. .|Race Around the World was an Australian documentary series produced by the Australian Broadcasting Corporation in 1997 and 1998 .|A film , also called a movie , motion picture , theatrical film , or photoplay , is a series of still images which , when shown on a screen , creates the illusion of moving images due to the phi phenomenon .|2006 was designated as :",NOT ENOUGH INFO
Fast Food Nation was made in 2006.,Fast Food Nation is a 2006 American-British comedy-drama film directed by Richard Linklater .,SUPPORTS
Bruno Mars made Treasure.,"`` Treasure '' is a song recorded by Bruno Mars for his second studio album , titled Unorthodox Jukebox -LRB- 2012 -RRB- .",SUPPORTS
Jeff Hardy is a 50-year-old wrestler.,"Jeffrey Nero Hardy -LRB- born August 31 , 1977 -RRB- is an American professional wrestler , singer-songwriter , painter and musician currently signed to WWE on the Raw brand , where he is one-half of the brand 's Tag Team Champions in his first reign .",REFUTES
Measles complications do not occur in about 30% of people.,"Complications occur in about 30 % and may include diarrhea , blindness , inflammation of the brain , and pneumonia among others .",SUPPORTS
Carole King is an American musician.,"Carole King -LRB- born Carol Joan Klein , February 9 , 1942 -RRB- is an American composer and singer-songwriter .|Singer-songwriters are musicians who write , compose , and perform their own musical material , including lyrics and melodies .",SUPPORTS
Gimli (Middle-earth) is from J. R. R. Tolkien's Middle-earth legendarium.,"Gimli is a fictional character from J. R. R. Tolkien 's Middle-earth legendarium , featured in The Lord of the Rings .",SUPPORTS
Bob Dylan is detested.,"Bob Dylan -LRB- -LSB- ˈdɪlən -RSB- born Robert Allen Zimmerman ; May 24 , 1941 -RRB- is an American poetic songwriter , singer , painter , writer , and Nobel prize laureate .",NOT ENOUGH INFO
Richard Branson worked in London and was very influential.,"Sir Richard Charles Nicholas Branson -LRB- born 18 July 1950 -RRB- is an English business magnate , investor and philanthropist .|London -LSB- ˈlʌndən -RSB- is the capital and most populous city of England and the United Kingdom .",NOT ENOUGH INFO
WeChat includes payment services.,"WeChat is a Chinese social media -LRB- instant messaging , commerce and payment services -RRB- application developed by Tencent .",SUPPORTS
Patrick Cutrone is a basketball player.,Patrick Cutrone -LRB- -LSB- kuˈtroːne -RSB- ; born 3 January 1998 -RRB- is an Italian footballer who plays as a forward for Milan .|Basketball is a non-contact sport played on a rectangular court .,NOT ENOUGH INFO
Splatoon 2 is the sequel of Splatoon.,Splatoon 2 is an upcoming third-person shooter video game developed and published by Nintendo for the Nintendo Switch .,SUPPORTS
Sam Smith was featured on Naughty Boy's La La La.,His subsequent feature -- on Naughty Boy 's `` La La La '' -- earned him his first number one single in May 2013 .,SUPPORTS
Beautiful (Christina Aguilera song) was recorded for an album.,"`` Beautiful '' is a song recorded by American singer Christina Aguilera for her fourth studio album , Stripped -LRB- 2002 -RRB- .",SUPPORTS
The Renaissance is known for its rise in global temperature.,"The Renaissance -LRB- -LSB- rᵻˈneɪsəns -RSB- , -LSB- rɛnəˈsɑːns -RSB- -RRB- was a period in European history , from the 14th to the 17th century , regarded as the cultural bridge between the Middle Ages and modern history .|Climate change is a change in the statistical distribution of weather patterns when that change lasts for an extended period of time -LRB- i.e. , decades to millions of years -RRB- .|Sir William Muir , KCSI -LRB- 27 April 1819 -- 11 July 1905 -RRB- was a Scottish Orientalist , scholar of Islam , and colonial administrator .",NOT ENOUGH INFO
Eleveneleven was founded by a comedian.,"eleveneleven is a record label founded in 2010 by Mike Hamlin , Ellen DeGeneres and her production company , A Very Good Production , in association with longtime affiliate Warner Bros. .",SUPPORTS
The Great Buck Howard features Americans.,"The Great Buck Howard is a 2008 American comedy-drama film directed by Sean McGinly that stars Colin Hanks and John Malkovich .|John Gavin Malkovich -LRB- born December 9 , 1953 -RRB- is an American actor , director , and producer .|Colin Hanks -LRB- born Colin Lewes Dillingham ; November 24 , 1977 -RRB- is an American actor and filmmaker .",SUPPORTS
One Direction made Up All Night.,"Propelled to international success by social media , One Direction 's five albums , Up All Night -LRB- 2011 -RRB- , Take Me Home -LRB- 2012 -RRB- , Midnight Memories -LRB- 2013 -RRB- , Four -LRB- 2014 -RRB- , and Made in the A.M. -LRB- 2015 -RRB- , topped charts in most major markets , and generated hit singles including `` What Makes You Beautiful '' , `` Live While We 're Young '' , `` Best Song Ever '' , `` Story of My Life '' , and `` Drag Me Down '' .",SUPPORTS
Assassin's Creed is released for a Nintendo console.,Assassin 's Creed is a franchise centered on an action-adventure video-game series developed by Ubisoft .|The Nintendo Switch is the seventh major home video game console developed by Nintendo .,NOT ENOUGH INFO
There Will Be Blood has gotten numerous awards.,"Other qualities of the film , such as its cinematography , direction , and screenplay , were also lauded and received numerous awards and nominations .",SUPPORTS
Peter Cetera was a guitarist.,"Peter Paul Cetera -LRB- -LSB- səˈtɛrə -RSB- ; born September 13 , 1944 -RRB- is an American singer , songwriter , and bassist best known for being an original member of the rock band Chicago -LRB- 1967 -- 1985 -RRB- , before launching a successful solo career .|A guitarist -LRB- or a guitar player -RRB- is a person who plays the guitar .",NOT ENOUGH INFO
Clark Kent is Superman.,"Discovered and adopted by a Kansas farm couple , the child is raised as Clark Kent and imbued with a strong moral compass .",SUPPORTS
The Ren & Stimpy Show premiered five years before 1991.,"It premiered on August 11 , 1991 as one of the original three Nicktoons , along with Rugrats and Doug .",REFUTES
